id,Titulo,Autor,Ubicacion,Colección
000189271,El dragón color frambuesa,"Bydlinski, Georg",A833/BYD/dr,INFAN
000189274,Kiwi,"Posadas, Carmen",U863/POS/ki,INFAN
000189276,Los derechos de los animales,"Hidalgo González, Héctor",Ch863/HID/de,INFAN
000189277,¡Por qué tengo que usar anteojos!,"Milicic, Neva",Ch863/MIL/po,INFAN
000189279,"¡Al mal tiempo, buena cara!","Milicic, Neva",Ch863/MIL/ma,INFAN
000189289,Cuentos mágicos del sur del mundo,"Hidalgo González, Héctor",Ch863/HID/cu,INFAN
000189303,El rey Solito,"Estrada, Rafael",863/EST/re,INFAN
000189305,El cumpleaños de Pupi,"Menéndez-Ponte, María",Ch868/EDW/cr,LITCH
000189306,Antes del verano,"García Huidobro, Beatriz",Ch863/GAR/an,JUVEN
000189309,La bruja de abril y otros cuentos,"Bradbury, Ray",813/BRA/br,JUVEN
000189333,Caramelos de luz : poesía ilustrada,"Paz, Marcela",Ch861/PAZ/ca,INFAN
000189354,Cuentos de Oscar Wilde,"Wilde, Oscar",823/WIL/cu,JUVEN
000189372,Cuentos de los hermanos Grimm,"Grimm, Jacob Ludwig Karl",833/GRI/cu,INFAN
000189377,Subterra : Carlitos,"Lillo, Baldomero",Ch863/LIL/su,LITCH
000189395,El festín de Agustín,"Paredes, Mauricio",Ch863/PAR/fe,INFAN
000189410,Franz se mete en problemas de amor,"N stlinger, Christine",A833/NOS/fr,INFAN
000189422,Los sueños mágicos de Bartolo,"Paredes, Mauricio",Ch863/PAR/su,INFAN
000189432,"Lucía, así nacen los recuerdos --","Rosasco, José Luis",Ch863/ROS/lu,LITCH
000189468,Ni un pelo de tonto,"Pelayo P., Pepe",Cu863/PEL/ni,INFAN
000189474,El pequeño Nicolás,Goscinny,843/GOS/pe,INFAN
000189506,Como un salto de campana,"Carvajal, Victor",Ch863/CAR/co,JUVEN
000189527,Súper Gerónimo y sus contrarios,"Almuna, Julia",370.154/ALM/su,INFAN
000189534,Baila y sueña : rondas de Gabriela Mistral,"Mistral, Gabriela",Ch861/MIS/ba,LITCH
000189535,Aventuras de los trillizos ABC,"K hler-Timm, Hilde",833/KAH/av,INFAN
000189570,Misterio en el campamento,"García Huidobro, Beatriz",Ch863/GAR/mi,JUVEN
000189574,Aventuras del duende Melodía,"Morel, Alicia",Ch863/MOR/av,INFAN
000189580,Judy Moody : adivina el futuro,"McDonald, Megan",813/MCD/jaf,INFAN
000189595,Una pollita bohemia : otra fábula de gallinero,"Jordán Jiménez, Felipe",Ch863/JOR/po,INFAN
000189600,Pupi y el monstruo de la vergüenza,"Menéndez-Ponte, María",863/MEN/pu,INFAN
000189607,María la Dura en: No quiero ser ninja,"Cabezas, Esteban",Ch863/CAB/ma,INFAN
000189608,La elegancia del erizo,"Barbery, Muriel",843/BAR/el,LITGE
000189612,Los pecosos,"Paz, Marcela",Ch863/PAZ/pe,JUVEN
000189691,Marisol en apuros,"Diéguez Rojas, Violeta",Ch863/DIE/ma,LITCH
000189693,Terror bajo tierra,"Balcells, Jacqueline",Ch863/BAL/te,INFAN
000189709,La fábrica de pájaros,"Rodríguez C., Manuel Iván",Ch863/ROD/fa,INFAN
000189733,Breviario mínimo : microrrelatos ilustrados,"Muñoz Valenzuela, Diego",Ch863/MUÑ/br,LITCH
000189734,La primera oscuridad,"Hahn, Oscar",Ch861/HAH/pr,LITCH
000189756,El moco de Clara,"Maturana, Andrea",Ch863/MAT/mo,INFAN
000189799,La otra bella durmiente,"Margolin, Phillip",813/MAR/ot,LITGE
000189809,Luis el tímido,"Missana, Sergio",Ch863/MIS/lu,INFAN
000189825,Cómo domesticar a tus papás,"Paredes, Mauricio",Ch863/PAR/co,INFAN
000189851,Frin,"Pescetti, Luis María",A863/PES/fr,INFAN
000189865,Amar una sola vez,"Lindsey, Johanna",813/LIN/am,LITGE
000189889,Lucía Moñitos,Pelayos,Cu863/PEL/lu,INFAN
000189905,La ciudad de los césares,"Rojas, Manuel",Ch/863/ROJ/ci,LITGE
000189927,Navegancias : poemas para leer desde la infancia,"Pérez, Floridor",Ch861/PER/na,JUVEN
000189972,El mago del desierto,"Flores, José Luis",Ch863/FLO/ma,LITCH
000190139,Mi pequeño libro de perritos,"Cartwright, Mary",636.7/MIP/li,INFAN
000190157,No confíes en nadie,"Watson, S. J. Steven J",823/WAT/no,LITGE
000190164,"Ada, madrina y otros seres","Pelayo P., Pepe",Cu863/PEL/ad,INFAN
000190191,Manolito bostezos y otros niños modelo,"Schkolnik, Saúl",Ch863/SCh/ma,INFAN
000190260,Molly Moon y el misterio mutante,"Byng, Georgia",813/BYN/mm,INFAN
000190279,Christine,"King, Stephen",813/KIN/Ch,LITGE
000190303,Los niños del invierno,"Bordes, Gilbert",843/BOR/ni,LITGE
000190342,La sicaria de Polanco,"Guerrero-Casasola, Joaquín",M863/GUE/si,LITGE
000190366,Todas las mujeres,"Maupassant, Guy de",843/MAU/to,LITGE
000190378,Caperucita roja : (tal como se lo contaron a Jorge),"Pescetti, Luis Maria",A863/PES/ca,INFAN
000190410,La mágica historia del Ratoncito Pérez,"Castillo, Fidel del",863/CAS/ma,INFAN
000190476,Campos de fresas,"Sierra i Fabra, Jordi",863/SIE/ca,JUVEN
000190512,Super curiosidades 2,"Sugobono, Nahuel",036.102/SUG/su,INFAN
000190516,¡Quisiera...leer!: Un libro sobre la amistad,"Bendall-Brunello, Tiziana",863/BEN/qu,INFAN
000190518,Zanaforius el grande,"Kasparavicius, Kestutis",891/KAS/za,INFAN
000190554,Brrrr : el libro del invierno,"Na, Il Sung",823/NA/br 2010,INFAN
000190569,El laberinto de huesos,"Riordan, Rick",813/RIO/la,LITGE
000190615,Zombies en la moneda : terremoto,"Bernier, Ángel",741.5983/ZOM/en,JUVEN
000190863,Donde los árboles cantan,"Gallego, Laura",863/GAL/do,JUVEN
000190870,Festín de cuervos,"Martin, George R. R",813/MAR/fe,LITGE
000190994,Estética de la lluvia,"Hernández, Raúl",Ch861/HER/es,LITCH
000191132,Las chicas de alambre,"Sierra i Fabra, Jordi",863/SIE/Ch,JUVEN
000191148,Pequeñas mentirosas,"Shepard, Sara",813/SHE/pe,JUVEN
000191182,Mi amigo el Negro,"Alliende, Felipe",Ch863/ALL/mi,INFAN
000191222,David Copperfield,"Dickens, Charles",823/DIC/da,JUVEN
000191234,Los Pincheira,"Petit, Magdalena",Ch863/PET/pi,LITGE
000191246,La metamorfosis,"Kafka, Franz",A833/KAF/me,LITGE
000191314,22,"King, Stephen",813/KIN/ve,LITGE
000191319,Princesa de Portobello,"Hopkins, Cathy",823/HOP/pr,JUVEN
000191337,Cinépata : (una bitácora),"Fuguet, Alberto",Ch864/FUG/ci,LITCH
000191364,El Martillo de Pillán,"Muñoz Kaiser, Martín",Ch863/MUÑ/ma,LITCH
000191368,Hector de Sainte-Hermine,"Dumas, Alexandre",843/DUR/he,LITGE
000191434,Y el Joselo se cayó de la luna,"Jordán Jiménez, Felipe",Ch863/JOR/jo,INFAN
000191447,Emily the Strange : los días perdidos,"Reger, Rob",813/REG/egm,LITGE
000191533,Poliedro 4 : varios autores,"Rojas Moscoso, Alberto",Ch863/POL/cu,LITCH
000191549,Tres cuentos de la selva,"Vayra, Renzo",741.509895/QUI/tr,INFAN
000191551,Arañas en la barriga,"Domene, Francisco",863/DOM/ar,LITGE
000191567,La guerra de las letras,"Seisdedos Reyes, Daniel Alejandro",Ch863/SEI/gu,INFAN
000191590,La mariposa negra y otros cuentos,"Rosasco, José Luis",Ch863/ROS/ma,JUVEN
000191718,Antu y Luna : en la isla poseída,"Olivos, Florencia",741.5983/OLI/an,INFAN
000191774,"Sátiro o, el poder de las palabras","Huidobro, Vicente",Ch863/HUI/sa,LITCH
000191783,Fantástica Zoe : el rock de los fantasmas,"Child, Alice",813/ChI/fa,INFAN
000191862,Las dos orillas del Elba,"Forch, Juan",Ch863/FOR/do,LITCH
000191925,¿Quieren saber por qué les cuento cuentos Rapanui?,"Schkolnik, Saúl",Ch863/SCh/qu,INFAN
000191929,¿Quieren saber por qué les cuento cuentos Mapuches?,"Schkolnik, Saúl, comp",Ch898.3/QUI/sa,INFAN
000191991,El club de las cigarras,"Solar, Hernán del",Ch863/SOL/cl,INFAN
000192025,Sin respiro,"Boyd, William",823/BOY/si,LITGE
000192336,Ritalinda,"Rojas García, Beatriz",Ch863/ROJ/ri,INFAN
000192339,La casa del ahorcado,"Bertrand Donoso, Sara",Ch863/BER/ca,JUVEN
000192349,Los trenes se van al purgatorio,"Rivera Letelier, Hernán",Ch863/RIV/tr,LITCH
000192389,Ramiro mirón o el ratón espía,"Bertrand Donoso, Sara",Ch863/BER/ra,INFAN
000192395,El gran libro de las aventuras,"Rodríguez, Pedro, il",808.83/GRA/li,JUVEN
000192419,Los demonios,"Dostoievski, Fedor",891.73/DOS/de,LITGE
000192442,La inquietante extrañez,"Uribe, Armando",Ch861/ECh/in,LITCH
000192454,Industrias Chile S. A,"Cabello Salazar, César",Ch861/CAB/in,LITCH
000192472,De muerte y otras infidelidades,"Parra Dominguez, Elia",Ch863/PAR/de,LITGE
000192476,El manuscrito encontrado en Accra,"Coelho, Paulo",B869.3/COE/ma,LITGE
000192529,Madame Bovary : (costumbres provincianas),"Flaubert, Gustave",843/FLA/ma,JUVEN
000192530,El gatopardo,"Tomasi di Lampedusa, Giuseppe",853/TOM/ga,LITGE
000192619,La Cortesana y el samurái,"Downer, Lesley",823/DOW/co,LITGE
000192637,Harry Potter y el misterio del príncipe,"Rowling, J. K",823/ROW/ha,LITGE
000192711,Caballo de Troya 9 : Caná,"Benítez, J. J",863/BEN/cac,LITGE
000192714,La niña que se perdió en su pelo,"Kalawski, Andrés",Ch863/KAL/ni,INFAN
000192747,"Grandes pechos, amplias caderas","Mo, Yan",895.13/MO/gr,LITGE
000192750,Rana,"Mo, Yan",895.13/MO/ra,LITGE
000192752,La república del vino,"Mo, Yan",895.13/MO/re,LITGE
000192827,Rastro,"Stiefvater, Maggie",813/STI/ra,JUVEN
000192917,El sabor de la tentación,"Laurens, Stephanie",820/LAU/sa,LITGE
000192971,El orígen : infortunios y maravillas en la Guerra de Arauco,"Benavides, Daniel",741.5983/BEN/0r,JUVEN
000193064,Mapuche : historias del sur del mundo,"Koessler-Ilg, Bertha",980.43/KOE/ma,JUVEN
000193220,Qué pasaría si…,"Vaccaro Seeger, Laura",813/VAL/qu,INFAN
000193239,Danza de dragones,"Martin, George R. R",813/MAR/da,LITGE
000193246,Un niño es un niño,"Weninger, Brigitte",833/WEN/ni,INFAN
000193263,Si tú me miras,"Márquez Colodro, Daniela",Ch863/MAR/si,LITCH
000193264,Primer día en un planeta extraño,"Yaccarino, Dan",813/YAC/pr,INFAN
000193273,Clásicos latinoamericanos : para una relectura del canon,"Rojo, Grínor",H860.9/ROJ/cl,LITGE
000193366,El lunático y su hermana Libertad,"Kropp, Paul",C813/KRO/lu,JUVEN
000193518,Tony,"Velasco Andrade, Cecilia",E863/VEL/to,LITGE
000193532,Lazos de sangre : hado,"Hocking, Amanda",813/HOC/la,JUVEN
000193552,Ramón recuerda,"Oppenheim, Joanne",813/OPP/ra,INFAN
000193569,Diario de un hombre de cincuenta años,"James, Henry",813/JAM/di,LITGE
000193584,16 cuentos latinoamericanos : antología para jóvenes,Centro Regional para el Fomento del Libro,H863/DIE/cu,LITGE
000193627,Secretos,"Shepard, Sara",813/SHE/se,JUVEN
000193634,¿Quién le tiene miedo a Demetrio Latov?,"Durini, Ángeles",A863/DUR/qu,INFAN
000193642,Doctor No,"Fleming, Ian",823/FLE/do,LITGE
000193666,Mafalda. 1,"Quino, dibujante",741.5982/QUI/ma,JUVEN
000193670,Mafalda. 5,"Quino, dibujante",741.5982/QUI/ma,INFAN
000193696,La raza chilena,"Paredes Muñoz, Pablo",Ch861/PAR/ra,LITCH
000193733,El escarabajo de oro ; Los crímenes de la calle Morgue,"Poe, Edgar Allan",813/pPOE/es,LITGE
000193814,Vuela alto,"Woods, Titania",813/WOO/vu,JUVEN
000193845,El Lazarillo de Tormes,Anónimo,863/LAZ/to,LITGE
000193970,El delfín,"Ganges, Montse",599.532/GAN/de,INFAN
000194003,"Sherlock Holmes, estudio en escarlata","Doyle, Arthur Conan",823/DOY/sh,JUVEN
000194031,"Mini, detective","N stlinger, Christine",A833/NOS/mi,INFAN
000194033,Patatita,"Molina Llorente, Pilar",863/MOL/pa,INFAN
000194066,Fray Perico y la primavera,"Muñoz Martín, Juan",863/MUÑ/fpp,INFAN
000194083,El pirata garrapata en la ciudad prohibida de Pekín casi pierde el peluquín,"Muñoz Martín, Juan",863/MUÑ/pcp,INFAN
000194086,Hijos de un rey godo,"Gudín, María",863/GUD/hi,LITGE
000194090,El pirata Garrapata en Africa,"Muñoz Martín, Juan",863/MUÑ/pga,INFAN
000194098,La araña enamorada : homenaje al cuadro Hirondelle de Joan Miró,"Álvarez González, Blanca",863/AL/ar,INFAN
000194110,La flaca y el gordo José Luis Olaizola ; [ilustraciones de Jesús Gabán],"Olaizola, José Luis",863/OLA/fl,INFAN
000194115,"Yo, simio","Gómez, Sergio",Ch863/GOM/yo,LITCH
000194119,El último héroe del Olimpo,"Riordan, Rick",813/RIO/ul,JUVEN
000194170,Donde surgen las sombras,"Lozano Garbala, David",863/LOZ/do,LITGE
000194172,Calvina,"Frabetti, Carlo",853/FRA/ca,JUVEN
000194191,El último grumete de la Baquedano,"Coloane, Francisco",Ch863/COL/ul,JUVEN
000194216,Josefa y los opuestos,"Mejía, José Luis",Pe863/MEJ/jo,INFAN
000194242,Papelucho [grabación sonora],"Paz, Marcela",Ch863/PAZ/pa,INFAN
000194268,Los trabajos de Hércules,"Powell, Martin",741.5973/POW/tr,INFAN
000194361,El túnel,"Browne, Anthony",823/BRO/tu,INFAN
000194397,Festín a medianoche,"Woods, Titania",813/WOO/fe,JUVEN
000194557,El color del agua,"Seguel, Mónica",Ch863/SEG/ot,LITCH
000194611,Ella y otras mujeres,"Fonseca, Rubem",B869.3/FON/el,LITGE
000194617,El gran Gatsby,"Fitzgerald, F. Scott",813/FIT/gr,LITGE
000194628,El abuelo que saltó por la ventana y se largó,"Jonasson, Jonas",839.73/JON/ab,LITGE
000194703,"No, no fui yo","Coll, Ivar da",C863/COL/no,INFAN
000194711,Romeo y Julieta,"Shakespeare, William",822.33/SHA/ro,LITGE
000194719,Gaturro 4,Nik,741.5982/NIK/gie,INFAN
000194736,La traición de Roma,"Posteguillo, S. Santiago",863/POS/tr,LITGE
000194745,El testamento Maya,"Alten, Steve",813/ALT/te,LITGE
000194746,Juan y los frijoles mágicos,"Walker, Richard, adaptador",839.813/AND/ju,INFAN
000194756,La almendra : memorias eróticas de una mujer árabe,Nedjma,843/NED/al,LITGE
000194798,Casa de muñecas,"Ibsen, Henrik",839.822/IBS/ca,LITGE
000194808,El jardín del Edén,"Hemingway, Ernest",813/HEM/ja,LITGE
000194955,Tormenta de espadas : Canción de hielo y fuego III,"Martin, George R. R",813/MAR/to,LITGE
000194972,Adiós,"Bertoni, Claudio",Ch861/BER/ad,LITCH
000195219,Monster High : [¡más muertos que nunca!],"Harrison, Lisi",813/HAR/mo,LITGE
000195400,Tierra de magia : el viaje,"Hocking, Amanda",813/HOC/ti,LITGE
000195403,"Omar, el gato","Williams, Caroline ilustradora",808.81/OMA,LITGE
000195450,Cirilo come de todo,"Dulfano, Carla",808.81/CIR,INFAN
000195505,Valiente osa polar,"Feoli, Daniela, adapt",808.068/VAL,LITGE
000195513,El gondolero y la ballena,"Saracino, Luciano",A863/SAR/go,INFAN
000195592,Mujeres poetas de Linares : antología poética,"Lagos, Antonio sel",Ch861.008/MUJ,LITCH
000195854,Vicente Huidobro : poemas ilustrados,"Huidobro, Vicente",Ch861/HUI/vi,LITCH
000195928,Volar sobre el pantano,"Sánchez, Carlos Cuauhtémoc",M863/SAN/vo,LITGE
000195934,Diário de um Banana : dias de cão,"Kinney, Jeff",813/KIN/ddi,JUVEN
000195941,La cizaña,Goscinny,741.5944/GOS/aci,INFAN
000195952,Mago por casualidad,"Gallego, Laura",863/GAL/ma,JUVEN
000196257,Maze runner : la cura mortal,"Dashner, James",813/DAH/mcu,JUVEN
000196301,El lobo de Gubbio,"Bruckberger, Raymond L",843/BRU/lo,INFAN
000196318,Perico trepa por Chile,"Paz, Marcela",Ch863/PAZ/pe,JUVEN
000196326,El castillo mágico,"Rivera, Natalia",529.7/RIV/ca,INFAN
000196384,Carta a un niño que nunca nació,"Fallaci, Oriana",853/FAL/ca,LITGE
000196423,Cuentos urbanos contemporáneos,"Sánchez, Raúl, ed",Ch863.008/CUE/ur,LITCH
000196483,El rumor del oleaje,"Mishima, Yukio",895.63/MIS/ru,LITGE
000196588,Las ventajas de ser invisible : [somos infinitos],"Chbosky, Stephen",813/ChB/ve,JUVEN
000196610,Conversaciones con Manuel Rojas,"Rojas, Manuel",Ch863/ROJ/co,LITCH
000196623,Pálida luz en las colinas,"Ishiguro, Kazuo",823/ISH/pa,LITGE
000196698,Colombina y el pez azul,"Truffello, Patricia",Ch863/TRU/co,JUVEN
000196948,Venid a verme ahora,"Berenguer, Carmen",Ch861/BER/ve,LITCH
000196977,Julito Cabello contra la lata tóxica,"Cabezas, Esteban",Ch863/CAB/ju,INFAN
000197033,Quién sigue a un elefante?,"Novoa, Teresa",590/NOV/qu,INFAN
000197069,Los mejores cuentos chilenos del siglo XXI : antología,"Marks, Camilo, compilador",Ch863/MAR/me,LITCH
000197084,El médico a palos ; El enfermo imaginario,Molière,842/MOL/me,LITGE
000197131,La receta perfecta,"Ferrer, María Teresa",Ch863/FER/re,INFAN
000197190,El Ladrón del rayo : novela gráfica,"Riordan, Rick",813/RIO/la,COMIC
000197283,Insomnia,"King, Stephen",813/KIN/in,LITGE
000197330,Cenicienta,"Perrault, Charles",843/PER/ce,INFAN
000197337,La masai blanca,"Hofmann, Corinne",S833/HOF/ma,LITGE
000197343,Siempre,"Stiefvater, Maggie",813/STI/si,JUVEN
000197344,Maravillas : una novela contada con dibujos y palabras,"Selznick, Brian",813/SEL/ma,JUVEN
000197350,Un paseo para recordar,"Sparks, Nicholas",813/SPA/pa,JUVEN
000197502,Energía : la electricidad en un mundo que avanza,"Cereceda Troncoso, Pilar",333.7916/ENE/el,LITGE
000197560,La familia Guácatela,"Paredes, Mauricio",Ch863/PAR/fa,INFAN
000197636,El mejor amigo del perro,"Moure, Gonzalo",863/MOU/me,INFAN
000197670,Eona : el último Ojo de Dragón,"Goodman, Alison",A813/GOO/ul,LITGE
000197729,Tengo ganas de ti,"Moccia, Federico",853/MOC/te,LITGE
000197733,El principito,"Saint-Exupéry, Antoine de",843/SAI/pr,INFAN
000197742,El tango de la Guardia Vieja,"Pérez-Reverte, Arturo",863/PER/ta,LITGE
000197808,Venganza,"Shepard, Sara",813/SHE/ve,JUVEN
000197822,1984,"Orwell, George",823/ORW/mi,LITGE
000197914,Silencio,"Fitzpatrick, Becca",813/FIT/hu,LITGE
000198002,Delirium,"Oliver, Lauren",813/OLI/de,JUVEN
000198064,Julito Cabello y las salchipapas mágicas,"Cabezas, Esteban",Ch863/CAB/ju,INFAN
000198088,La cita,"Millar, Louise",E823/MIL/ci,LITGE
000198194,El grito de la tierra,"Lark, Sarah",833/LAR/gr,LITGE
000198218,Despierta : across the universe,"Revis, Beth",813/REV/de,JUVEN
000198262,La batalla del laberinto,"Riordan, Rick",813/RIO/ba,JUVEN
000198271,Ogú y Mampato en el Tíbet,"Lobos, Themo",Ch863/LOB/og,INFAN
000198321,Geografía de máquinas : que no sabemos si se construyeron,"Ferrada, María José",Ch863/FER/ge,INFAN
000198371,Deuda de sangre,"Connelly, Michael",813/CON/de,LITGE
000198383,Recuerdos de otra vida,"Clark, Mary Higgins",813/CLA/re,LITGE
000198449,Asesinos en serie : perfiles de la mente criminal,"Mendoza Luna, Miguel",364.152/MEN/as,LITGE
000198462,Todos se burlan,Dipacho,C863/DIP/to,LITGE
000198465,Theodore Boone: el secuestro,"Grisham, John",813/GRI/th,LITGE
000198481,Cuando pase tu ira,"Larsson, Asa",839.73/ASA/cu,LITGE
000198548,El camino del norte,"Vázquez Rial, Horacio",863/VAZ/ca,LITGE
000198552,El principe de la niebla,"Ruiz Zafón, Carlos",863/RUI/el,JUVEN
000198555,"Fenris, el elfo","Gallego García, Laura",863/GAL/fe,JUVEN
000198583,Tríada,"Gallego García, Laura",863/GAL/tr,JUVEN
000198585,Insaciables : Novela,"Echeverría, Mónica",Ch863/ECh/in,LITCH
000198599,Leer a contraluz: Narrativa chilena de Blest Gana a Varas y Bolaño,"Concha, Jaime",Ch860.9/CON/le,LITCH
000198608,Gaturro a lo grande 2,Nik,741.5982/NIK/gad,INFAN
000198623,Gaturro a lo grande 3,Nik,741.5982/NIK/gat,INFAN
000198636,¿De qué color es la cebra?,"Novoa, Teresa",590/NOV/de,INFAN
000198650,Una ciudad llamada Chifladura,"Elizalde, Rosario",Ch863/ELI/ci,INFAN
000198769,Isla de los Muertos : dos versiones para una historia,"Florín, Cristóbal guionista",741.598362/FLO/is,JUVEN
000198823,El caballero y su armadura,Anónimo,739.7/CAB,INFAN
000198968,MetaMaus,"Spiegelman, Art",741.5973/SPI/me,JUVEN
000199011,Madre que estás en los cielos,"Simonetti, Pablo",Ch863/SIM/ma,LITCH
000199122,Para mi hija que ha crecido,"Riba, Lidia María",A868/RIB/pa,JUVEN
000199150,Vanish : Chica de niebla,"Jordan, Sophie",813/JOR/va,JUVEN
000199277,Cuentos de Andersen,"Andersen, Hans Christian",839.813/AND/cu,INFAN
000199403,"Rebelión en la granja, (o La granja de los animales)","Orwell, George",823/ORW/re,JUVEN
000199485,Diario de Greg : la horrible realidad,"Kinney, Jeff",813/KIN/di,INFAN
000199586,El cisne y la luna,"Gallegos Abarca, Manuel",Ch863/GAL/ci,JUVEN
000199647,Manual de los seres fantásticos,"Castillo, Blanca",745.5/MAN/se,INFAN
000199835,Historia de las poblaciones callampas,"Urrutia, Cecilia",307.3/URR/hi,LITCH
000199842,Fuerzas especiales,"Eltit, Diamela",Ch863/ELT/fu,LITCH
000199846,Tala,"Mistral, Gabriela",Ch861/MIS/ta,LITCH
000199900,El descubrimiento de la pintura,"Edwards, Jorge",Ch863/EDW/de,LITGE
000199911,Todo lo que muere,"Connolly, John",I823/CON/to,LITGE
000199966,Judy Moody salva el planeta,"McDonald, Megan",813/MCD/ju,INFAN
000199968,El viejo y el mar ; El invicto,"Hemingway, Ernest",813/HEM/vi,LITGE
000199973,Inés del alma mía,"Allende, Isabel",Ch863/ALL/in,LITCH
000199999,El derrumbe de occidente,"Giaconi, Claudio",Ch861/GIA/de,LITCH
000200046,Judy Moody : la vuelta al mundo en ocho días y medio,"McDonald, Megan",813/MCD/jvm,INFAN
000200096,La emoción de las cosas,"Mastretta, Ángeles",M863/MAS/em,LITGE
000200159,"El rebelde: La fundación de Roma, 21 de abril de 753 a.c.","Pomilio, Emma",853/POM/re,LITGE
000200222,"Camilón, comilón","Machado, Ana María",B869.3/MAC/ca,LITGE
000200250,El túnel,"Sábato, Ernesto",A863/SAB/tu,LITGE
000200253,Estación artificial: expresión escénica de exilio,"Kurapel, Alberto",843/DUM/tr,JUVEN
000200295,Una familia de ogros,"Antón, Rocío",863/ANT/fa,LITGE
000200335,Los señores del átomo : el átomo,"Schkolnik, Saúl",Ch863/SCh/se,JUVEN
000200369,Verano al límite,"Hopkins, Cathy",823/HOP/ve,JUVEN
000200371,Caperucita se come al lobo,"Quintana, Pilar",Co863/QUI/ca,LITGE
000200382,Anastasia desde la vereda del otro,"Achondo Moya, Pedro Pablo",Ch861/ACh/am,LITCH
000200384,Jugar con fuego,"Hopkins, Cathy",823/HOP/ju,LITGE
000200409,Besos cósmicos,"Hopkins, Cathy",823/HOP/be,JUVEN
000200457,Sueños para latinoamérica : cuentos escritos por niños y niñas,Agrupación Juvenil Integridad,H863.008/SUE/la,LITGE
000200466,Poder de seducción,"Hopkins, Cathy",823/HOP/po,JUVEN
000200467,Vacaciones de película,"Hopkins, Cathy",823/HOP/va,JUVEN
