id,Titulo,Autor,Ubicacion,Colección
000177903,Leyendas americanas de la tierra,"Zeballos, Dorys",398.2097/LEY/am,JUVEN
000177930,Ben-Hur,"Wallace, Lewis",813/WAL/be,LITGE
000177940,El hombre de la rosa y otros cuentos,"Rojas, Manuel",Ch863/ROJ/ho,LITGE
000177941,"Quique Hache, detective : novela gráfica","Martínez, Gonzalo",Ch863/MAR/qu,LITGE
000178004,El jinete del dragón,"Funke, Cornelia",833/FUN/ji,JUVEN
000178013,La mudanza de la ratita,"Szekeres, Cyndy",813/SZE/mu,INFAN
000178054,Dinosaurios,"Royston, Angela",567/DIN/,INFAN
000178085,Desdén al infortunio,"Blanco, Fernando ed",Ch860/DES/in,LITCH
000178121,Educación sexual,"Forero, Marta Lucía, ed",649.65/EDU/se,JUVEN
000178170,Palabra de mujer : poesía reunida,"Navarro Harris, Heddy",Ch861/NAV/pa,LITCH
000178185,Geografía de lo inútil,"Correa Molina, Matías",Ch863/COR/ge,LITCH
000178226,Un álamo al final del camino y otros cuentos : [(segunda parte)],"Oyarce Barraza, Osvaldo",Ch860/OYA/al,LITCH
000178233,"Concurso Literario Nacional ""Stella Corvalán"" : género cuento","Concurso Premio Stella Corvalán Talca, Chile",Ch863.008/CON/ob,LITCH
000178258,Petirrojo,"Nesb , Jo",839/NES/pe,LITGE
000178273,Punto puntito,"Di Girolamo Armanet, Caterina",Ch863/DIG/pu,INFAN
000178290,La gran breve guía de los animales salvajes,"Matamala, Tito",590.22/MAT/gr,INFAN
000178303,El moco de Clara,"Maturana, Andrea",Ch863/MAT/mo,INFAN
000178309,El modelo de Pickman: Novela gráfica,"Villarroel, Gilberto",741.5983/VIL/mo,JUVEN
000178360,Kamishibai [conjunto],"Jorgensen, Siren",028.534/KAM,INFAN
000178407,La bruja de la montaña,"Díaz, Gloria Cecilia",C863/DIA/br,INFAN
000178504,Ruda,"Carrasco, Germán",Ch861/CAR/ru,LITCH
000178520,Quique Hache : el caballo fantasma,"Gómez, Sergio",Ch863/GOM/qu,JUVEN
000178541,Encuentro con Flo,"Escudero, Laura",A863/ESC/en,JUVEN
000178556,Naturalezas muertas,"Costamagna, Alejandra",Ch863/COS/na,LITCH
000178592,Lucy,"Kincaid, Jamaica",813/KIN/lu,LITGE
000178660,Hamamelis y el secreto,"Coll, Ivar, Da",C863/COL/has,INFAN
000178688,Una niña llamada Ernestina,"Flores, Enriqueta",Ch863/FLO/ni,LITCH
000178784,Pepito y sus libruras,"Pelayo P., Pepe",Cu863/PEL/pe,INFAN
000178817,El mirlo burlón : diarios 2000-2002,"Calderón, Alfonso",Ch868/CAL/mi,LITCH
000178860,"8,8: el miedo en el espejo : una crónica del terremoto en Chile","Villoro, Juan",M868/VIL/oc,LITGE
000178936,El angel del abuelo,"Bauer, Jutta",833/BAU/an,INFAN
000179099,Convivir en familia,"Burns, Peggy",646.78/BUR/co,INFAN
000179126,El secreto de la arboleda,"Lalana, Fernando",863/LAL/se,INFAN
000179139,Flores y sombras,"Hearn, Lian",823/HEA/fl,LITGE
000179148,Ramal,"Rimsky, Cynthia",Ch863/RIM/ra,LITCH
000179245,¡Feliz cumpleaños Vivi!,"Vries, Anke de",839.313/VRI/fe,INFAN
000179263,Guía de despacho,"Winter, Enrique",Ch861/WIN/gu,LITCH
000179413,¡Feliz año nuevo!,"Contreras Briceño, Alda",Ch863/CON/fe,JUVEN
000179441,El ombligo del mundo,"Villalón Fuentes, Magaly",Ch863/VIL/om,INFAN
000179523,Mujeres bonitas,"Galdames, Mafalda",Ch861/GAL/mu,LITCH
000179571,Polita va a la escuela,"Morel, Alicia",Ch863/MOR/po,INFAN
000179605,Chilenos todos,"Núñez Lazcano, Jorge, compilador",Ch868.02/ChI/to,LITCH
000179696,Para saber y contar : el pasado nos sonríe,"Millas, Hernán",Ch864/MIL/pa,LITCH
000179723,Un padre de película,"Skármeta, Antonio",Ch863/SKA/pa,LITCH
000179734,En blanco y negro,"Leppe G., Leslie",Ch863/GON/en,LITCH
000179791,"Patrimonio, identidad tradición y creatividad","Sepúlveda Llanos, Fidel",398.3699633/PUE/mi,INFAN
000179804,El crimen de la calle Bambi,"Solar, Hernán del",Ch863/SOL/cr,JUVEN
000179856,Huellas de papel : Tras la pista de la novela policial en Chile,"Rivera, Francisca ed",Ch808.3872/HUE/pa,LITCH
000179908,Marte y las princesas voladoras,"Baranda, María",M863/BAR/ma,INFAN
000179909,Nada menos que todo un hombre,"Unamuno, Miguel de",863/UNA/na,LITGE
000179913,El libro salvaje,"Villoro, Juan",M863/VIL/li,JUVEN
000179920,Policarpo y el camino del diablo Poli Délano,"Délano, Poli",Ch863/DEL/po,INFAN
000179922,La metamorfosis y otros relatos,"Kafka, Franz",A833/KAF/me,LITGE
000180007,Una bufanda y dos bichitos : lee y canta con Mazapán,Mazapán Grupo musical Chile,Ch863/BUF/do,INFAN
000180079,María : texto íntegro,"Isaacs, Jorge",C863/ISA/ma,LITGE
000180091,Carne y jacintos,"Gil, Antonio",Ch863/GIL/ca,LITCH
000180092,Antihombres del Dr. Mortis,"Marino, Juan",741.5983/MAR/an,JUVEN
000180100,La lanza rota,"Rojas Moscoso, Alberto",Ch863/ROJ/la,JUVEN
000180142,El guardián entre el centeno,"Salinger, Jerome David",813/SAL/GU,LITGE
000180154,Mensaje cifrado,"Zafrilla, Marta",863/ZAF/me,LITGE
000180322,La paranoia de Dios : cuentos y reales,"Iturra, Carlos",Ch863/ITU/pa,LITCH
000180362,Winétt De Rokha : el valle pierde su atmósfera,"Rokha, Winétt de",Ch861/ROK/wi,LITCH
000180364,El fantástico Sr. Wani,"Usui, Kanako",895.63/USU/fa,INFAN
000180444,Antaño y Ogaño : novelas y cuentos de la vida hispanoamericana,"Lastarria, José Victorino",Ch863/LAS/an,LITCH
000180463,"Lo crudo, lo cocido, lo podrido","Parra, Marco Antonio de la",Ch862/PAR/lo,LITCH
000180469,Ami el niño de las estrellas,"Barrios, Enrique",Ch863/BAR/am,INFAN
000180471,Andrés y el espejo de las muecas,"Márquez, Eduard",849.93/MAR/an,INFAN
000180473,Los lápices mágicos,Romeu,849.93/ROM/la,INFAN
000180492,Antología poética de la generación del ochenta,"Badilla Castillo, Sergio",Ch861.008/ANT/po,LITCH
000180531,"Lautaro, joven libertador de Arauco","Alegría, Fernando",Ch863/ALE/la,LITCH
000180539,Tres Marías y una Rosa,"Benavente, David",Ch862/BEN/tr,LITCH
000180541,(In) completa,"Ilabaca Núñez, Paula",Ch861/ILA/in,LITCH
000180546,Cuentos para amar los libros,"Duch i Balfagó, Pere",863/DUC/cu,LITGE
000180550,"Islas del futuro ; Revitude, ou, La gestuelle du midi des hommes","Pierre-Paul, Jean Jacques",Ha861/PIE/is,LITGE
000180651,Cartas de ida y vuelta,"Edwards Bello, Joaquín",Ch866/EDW/ca,LITCH
000180689,El gigante egoísta y otros cuentos,"Wilde, Oscar",823/WIL/gi,INFAN
000180700,María la Dura en: un problema peludo,"Cabezas, Esteban",Ch863/CAB/ma,INFAN
000180707,Gaturro y la mansión del terror,Nik,741.5982/NIK/gma,INFAN
000180710,Los halcones del sol,"Carvajal, Víctor",Ch863/CAR/ha,JUVEN
000180728,"Antología literaria caminos : narrativa, lírica, drama","Zañartu, José Manuel",808.8/ANT/li,JUVEN
000180746,Jane Eyre,"Bront , Charlotte",823/BRO/ja,JUVEN
000180762,Los conquistadores de la Antártica,"Coloane, Francisco",Ch863/COL/co,JUVEN
000180771,"Antología literaria soñando : narrativa, lírica, drama","Zañartu, José Manuel",808.88/ANT/lso,JUVEN
000180822,Enanos y gigantes,"Solar, Hernán del",Ch863/SOL/en,LITCH
000180945,Cyrano,"Le thanh, Ta -Marc",843/LET/cy,INFAN
000180947,La chacra de don Candelario,"Aguirre, Isidora",Ch863/AGU/Ch,INFAN
000180953,Tartufo : el impostor ; Don Juan o el convidado de piedra,Molière,842/MOL/ta,LITGE
000180963,"Dónde estás, Constanza --","Rosasco, José Luis",Ch863/ROS/do,JUVEN
000181003,La Odisea : texto adaptado,Homero,883.01/HOM/od,LITGE
000181006,Marcelino Pan y Vino : (cuento de padres a hijos),"Sánchez-Silva, José María",863/SAN/ma,JUVEN
000181011,Mis padres son un huevo ; La célula y su reproducción,"Schkolnik, Saúl",Ch863/SCh/mi,JUVEN
000181017,Teatro para cantar y reír,"Anwandter, Marlore",Ch862/ANW/te,LITCH
000181074,Fra-Francisco,"Ojeda, Bernardita",Ch863/OJE/fr,INFAN
000181097,12 pollitos,"Güiraldes, Ana María",Ch861/GUI/do,LITCH
000181126,Los niños de la Cruz del Sur,"Peña Muñoz, Manuel",Ch863/PEÑ/ni,JUVEN
000181131,Discurso del oso,"Cortázar, Julio",A863/COR/di,INFAN
000181162,Los amigos de Ernestina,"Flores, Enriqueta",Ch863/FLO/am,LITCH
000181202,"¡Espérame, Isabel! : novela","Zabala de la Fuente, José",Ch863/ZAB/es,LITCH
000181235,Temblor,"Stiefvater, Maggie",813/STI/te,JUVEN
000181264,Luna en Capricornio,"Zaldívar, María Inés",Ch861/ZAL/lu,LITCH
000181267,Rescate en el jurásico,"Cea, Rodrigo",Ch863/CEA/re,JUVEN
000181270,Las Mujeres cuentan : relatos de escritoras chilenas,"Tejos R., Mónica comp",Ch863.008/MUJ/cu,LITCH
000181278,La Asombrosa historia del espejo roto,"Solar, Francisca",Ch863/SOL/as,INFAN
000181294,Leyendas de los Otori : el brillo de la luna,"Hearn, Lian",823/HEA/le,JUVEN
000181300,El abanderado,"Heiremans, Luis Alberto",Ch862/HEI/ab,JUVEN
000181306,Papelucho perdido,"Paz, Marcela",Ch863/PAZ/ppe,INFAN
000181312,Los viajeros invisibles,"Morel, Alicia",Ch863/MOR/vi,INFAN
000181313,La voz de los sueños : y otros cuentos prodigiosos,"Lupton, Hugh",398.2/LUP/vo,INFAN
000181317,Vuelo final,"Follett, Ken",823/FOL/vu,LITGE
000181329,Mágico sur,"Peña Muñoz, Manuel",Ch863/peñ/ma,LITCH
000181382,Haikais de Tablada,"Tablada, José Juan",M861/TAB/ha,INFAN
000181384,Todas las cosas se deslizan : antología,"Hahn, Oscar",Ch861/HAH/to,LITCH
000181385,Tala,"Mistral, Gabriela",Ch861/MIS/ta,LITCH
000181390,Rojo corazón,"Schkolnik, Saúl",Ch863/SCh/ro,LITCH
000181415,Esquema del porvenir : breve historia futura del mundo,"Wells, H. G",823/WEL/es,LITGE
000181435,Gela se ha vuelto vampira!,"Casalderrey, Fina",863/CAS/ge,INFAN
000181502,Octocéfalo,"Amira A, Sergio",Ch863.008/OCT,JUVEN
000181507,Sin norte,"Aguilera, Francisco",Ch863/AGU/si,LITCH
000181515,Guía de campo de los mamíferos de Chile,"Iriarte Walton, Agustín",599.0983/IRI/gu,LITGE
000181538,Papelucho y el marciano,"Paz, Marcela",Ch863/PAZ/pma,INFAN
000181540,Papelucho casi huérfano,"Paz, Marcela",Ch863/PAZ/pca,INFAN
000181627,"Quién ha sido?, o, Un vientecillo perfumado--","Le Thanh, Ta -Marc",843/LET/qu,INFAN
000181655,Fairy Oak : Flox de los colores,"Gnone, Elisabetta",853/GNO/ffl,JUVEN
000181689,El aniversario de Astérix y Obelix : el libro de oro,Goscinny,741.5944/GOS/an,JUVEN
000181708,El fantasma de Canterville y otros cuentos,"Wilde, Oscar",823/WIL/fa,INFAN
000181775,El mago de Oz,"Baum, Frank",813/BAU/ma,INFAN
000181862,Letras en Género 2,"Palacios, Paula",028.534/LET/ge,INFAN
000181928,Con arrimo y sin arrimo,"Rojas, Gonzalo",Ch861/ROJ/co,LITCH
000181948,Niño terremoto,"Kalawski, Andrés",Ch862/KAL/ni,LITCH
000182040,La cigueña y las joyas,"Bruckberger, Raymond L",843/BRU/ci,LITGE
000182052,El mejor perro del mundo,"Moss, Miriam",823/MOS/me,INFAN
000182060,Otra vez Elmer,"McKee, David",823/MCK/ot,INFAN
000182063,21 relatos contra el acoso escolar,"Alcolea, Ana",863/VEI/re,LITGE
000182070,"Vamos más lento, por favor!","Milicic, Neva",Ch863/MIL/va,LITCH
000182085,Jugar el juego de las formas,"Browne, Anthony",741.5971/SKR/lde,JUVEN
000182170,Caballo de Troya 2: Masada,"Benítez, J. J",863/BEN/ca,LITGE
000182229,Romanzas en gris (1922),"Valdivia, Alberto",Ch861/VAL/ro,LITGE
000182243,La isla de las langostas,"Maturana, Andrea",Ch863/MAT/is,INFAN
000182248,Manolito bostezos y otros niños modelo,"Schkolnik, Saúl",Ch863/SCh/ma,INFAN
000182258,"Cien poemas, una voz","Barrenechea, Julio",Ch861/BAR/ci,LITCH
000182260,Pérdida : poemas,"Atal, Jéssica",Ch861/ATA/pe,LITCH
000182271,El gran libro de los detectives,"Vinyoli, Joan",808.83/VIN/gr,JUVEN
000182305,Lo que quiere una mujer,"Chaucer, Geoffrey, -",823/ChA/lo,LITGE
000182327,Julito Cabello y los zombis enamorados,"Cabezas, Esteban",Ch863/CAB/juz,JUVEN
000182494,"Querida Susi, querido Paul","N stlinger, Christine",A833/NOS/qu,INFAN
000182510,Zara y el librero de Bagdad,"Marías, Fernando",863/MAR/za,LITGE
000182552,El jorobado y otros cuentos de Las^mil^y^una^noches,"Alderson, Brian, adapt",892.73/JOR/ot,INFAN
000182565,Canelo de mar y otros cuentos,"Ruedlinger Vera, Jorge",Ch863/RUE/ca,LITCH
000182606,Pantaleón y las visitadoras,"Vargas Llosa, Mario",Pe863/VAR/pa,LITGE
000182610,Maldito amor : cartografía de cuentos de amor chilenos,"Lillo, Baldomero",Ch863.008/MAL/am,JUVEN
000182638,Subsole ; El hallazgo,"Lillo, Baldomero",Ch862/LIL/su,LITCH
000182656,Prometeo encadenado ; Los persas,"Esquilo, - a. C",882/ESQ/pr,LITGE
000182664,Cuentos ecológicos,"Schkolnik, Saúl",Ch863/SCh/cu,INFAN
000182672,Gallito jazz : una fábula de gallinero,"Jordán Jiménez, Felipe",Ch863/JOR/ga,INFAN
000182679,Fray Perico y la navidad,"Muñoz Martín, Juan",863/MUÑ/fpn,INFAN
000182700,Diario secreto de Susi,"N stlinger, Christine",A833/NOS/di,INFAN
000182701,La ciudad mágica,"Nesbit, E. Edith",823/NES/ci,JUVEN
000182724,Muertes y maravillas,"Teillier, Jorge",Ch861/TEI/mu,LITCH
000182736,"Luces, cámaras y ¡confusión!","Hopkins, Cathy",823/HOP/lu,JUVEN
000182758,El cepillo de dientes ; El velero en la botella,"Díaz, Jorge",Ch862/DIA/ce,LITCH
000182889,"¡Huy, qué vergüenza!","Milicic, Neva",Ch863/MIL/hu,LITCH
000182896,El canario polaco,"Gómez, Sergio",Ch863/GOM/ca,JUVEN
000182949,"¡Huy, qué vergüenza!","Milicic, Neva",Ch863/MIL/hu,INFAN
000182967,Cucho,"Olaizola, José Luis",863/OLA/cu,INFAN
000182976,La ciudad de las esfinges,"Sandoval, Jaime Alfonso",M863/SAN/ci,JUVEN
000182982,El soldadito rojo,"Paz, Marcela",Ch863/PAZ/so,INFAN
000182996,Las desventuras de Sophie,"Dayre, Valérie",843/DAY/de,JUVEN
000183029,La flauta mágica :ópera de Wolfang Amadeus Mozart,"Schmidt, Alejandra",Ch863/SCh/fl,LITCH
000183046,La señora de las mariposas,"Schmidt, Alejandra",Ch863/SCh/se,LITCH
000183073,El agapito de Pepito : teatro matemático,"Pelayo P., Pepe",Cu862/PEL/ag,INFAN
000183078,Poste restante,"Rimsky, Cynthia",Ch868/RIM/po,LITCH
000183091,Abc para un mundo nuevo,"Vial de Grenade, Camila",808.8038/VIA/ab,INFAN
000183132,Acero de invierno,"Rokha, Pablo de",Ch861/ROK/ac,LITCH
000183149,La fiebre,"Caucao, Jaime",Ch863/CAU/fi,JUVEN
000183168,Prudencia,"Prieto, Verónica",Ch863/PRI/pr,INFAN
000183312,El coleccionista de relojes extraordinarios,"Gallego García, Laura",863/GAL/co,JUVEN
000183315,Donde el viento da la vuelta,"Sierra i Fabra, Jordi",863/SIE/do,LITGE
000183334,Yacay rumbo a las llanuras Kaibas,"Valle, Luz María del",Ch863/VAL/ya,JUVEN
000183336,Cuando San Pedro viajó en tren,"Bodoc, Liliana",A863/BOD/cu,INFAN
000183441,El corazón de las tinieblas,"Conrad, Joseph",591.76/DRE/EN,INFAN
000183443,El inventor de mamás,"LLamero, Braulio",863/LLA/in,INFAN
000183460,"Fairy Oak : adiós, Fairy Oak","Gnone, Elisabetta",853/GNO/fad,JUVEN
000183463,El fabuloso mundo de las letras,"Sierra i Fabra, Jordi",863/SIE/fa,JUVEN
000183608,El castillo de la bruja desordenada : un cuento con mucha lógica,"Cha, Bo-Geum",153.4/ChA/ca,INFAN
000183640,De la A a la Z con los cuentos,"Cruz-Contarini, Rafael",808.83/CRU/de,INFAN
000183678,Chañarcillo : Epopeya en cuatro etapas,"Acevedo Hernández, Antonio",Ch862/ACE/Ch,INFAN
000183707,"Historias, versos y viñetas : antología ilustrada","Aguirre C., Pilar de comp",808.8/HIS/ve,JUVEN
000183711,"El Mundo cuenta, cuenta el mundo : [antología literaria]","Aguilera Cabrera, Silvia comp",808.8/MUN/cu,JUVEN
000183722,"De lunas, lirios y amores vivos : antología literaria","Álvarez Díaz, Patricia comp",808.8/DEL/li,JUVEN
000183840,Cuentos de mi escritorio,"Tejeda, Juan",Ch863/TEJ/cu,INFAN
000183939,Súper Inti y el misterio del espejo,"Calderón, Teresa",Ch863/CAL/su,JUVEN
000183948,Parra,"Parra, Nicanor",Ch861/PAR/pa,LITCH
000183964,"Antología literaria horizontes : narrativa, lírica, drama","Zañartu, José Manuel",808.8/ANT/lho,LITGE
000184058,Ser quinto,"Jandl, Ernst",833/JAN/se,LITGE
000184098,El pequeno Búho y la gran luna,"Wensell, Paloma",863/WEN/pe,INFAN
000184129,Antología ilustrada de textos informativos : [octavo año básico],"Jiménez, Verónica",983.002/ANT/il,JUVEN
000184145,Amo leer : antología ilustrada de textos informativos,"Muñoz Rau, Jorge",868/AMO/le,LITGE
000184186,Dos Alejandros y un gato (2),"Ruiz, Lorena",Ch863/RUI/do,INFAN
000184232,Gracia y el forastero,"Blanco, Guillermo",Ch863/BLA/gr,LITCH
000184244,Súper Inti y Serena : prisioneros en un portal,"Calderón, Teresa",Ch863/CAL/su,INFAN
000184269,Casa de campo,"Donoso, José",Ch863/DON/ca,LITCH
000184297,Mujercitas,"Alcott, Louisa May",813/ALC/mu,JUVEN
000184298,Divertimentos transilvánicos,"Vila Riquelme, Cristián",Ch863/VIL/di,LITCH
000184323,El Secreto del caracol,"Morel, Alicia",Ch863/MOR/se,INFAN
000184451,Siddhartha ; Alma de niño,"Hesse, Hermann",833/HES/si,JUVEN
000184554,Dinosaurios?!,"Prap, Lila",567.9/PRA/di,INFAN
000184611,El camino más largo,"Bostelmann, Irene",Ch863/BOS/ca,LITGE
000184626,Mundomitos : los mitos griegos en comics,"Lungenstrass, Christian",292.130222/LUN/mu,JUVEN
000184640,"Amigas, amores y locos errores","Hopkins, Cathy",823/HOP/am,JUVEN
000184660,11-S,"Br ckers, Mathias",973.931/BRO/on,LITGE
000184663,Náufragos al fin del sur,"Mac Clure, Olaya",Ch863/MAC/na,LITCH
000184843,Un viejo que leía novelas de amor,"Sepúlveda, Luis",Ch863/SEP/vi,LITCH
000184910,Maritrini quiere ser escritora,"Cabrera Delgado, Luis",Cu863/CAB/ma,JUVEN
000184916,Chipana,"Carvajal, Victor",Ch863/CAR/Ch,JUVEN
000184920,La cabaña del tío Tom,"Stowe, Harriet Beecher",813/STO/ca,INFAN
000184983,Una buena mujer,"Steel, Danielle",813/STE/bu,LITGE
000185008,El enigma Stonehenge,"Christer, Sam",823/ChR/en,LITGE
000185123,Angélica,"Nunes, Lygia Bojunga",B869.3/NUN/an,INFAN
000185175,Las flores del mal,"Baudelaire, Charles",841/BAU/fl,LITGE
000185197,¿Para qué sirven los dientes?,Gusti,A863/GUS/pa,INFAN
000185219,La cama mágica de Bartolo,"Paredes, Mauricio",Ch863/PAR/ca,INFAN
000185224,Sufus : (¿la historia de un gato malo?),"Salazar, Mario",Ch863/SAL/su,LITCH
000185291,El capitán Calzoncillos y la furia de la supermujer macroelástica,"Pilkey, Dav",813/PIL/ca,INFAN
000185405,"Pepito, el señor de los chistes","Pelayo P., Pepe",Cu863/PEL/pe,INFAN
000185461,La ciudad ausente : la novela gráfica,"Piglia, Ricardo",A863/PIG/ci,LITGE
000185542,Gran-Lobo-Salvaje,"Escudié, René",843/ESC/gr,INFAN
000185583,Besar a un ángel,"Phillips, Susan Elizabeth",813/PHI/be,LITGE
000185584,Animales chilenos,"Salinas Fernández, Loreto",590.983/SAL/an,INFAN
000185590,La isla de la pasión,"Restrepo, Laura",C863/RES/is,LITGE
000185655,El hombre de los círculos azules,"Vargas, Fred",843/VAR/ho,LITGE
000185660,El libro de la selva : (el libro de las tierras vírgenes),"Kipling, Rudyard",823/KIP/li,JUVEN
000185688,Robin Hood,"Shepard, Aaron",741.5973/SHE/ro,INFAN
000185693,Pijama party,"Hopkins, Cathy",823/HOP/pi,JUVEN
000185705,A qué sabe la luna?,"Grejniec, Michael",833/GRE/aq,INFAN
000185723,Diez mujeres,"Serrano, Marcela",Ch863/SER//di,LITCH
000185727,Aleph,"Coelho, Paulo",B869.3/COE/al,LITGE
000185815,Tigresas,"Irvin, Claire",823/IRV/ti,LITGE
000185882,La amante inglesa,"Duras, Marguerite",843/DUR/am,LITGE
000185935,Caballo de Troya 3 : Saidan,"Benítez, J. J",863/BEN/ca,LITGE
000186062,El velo pintado,"Maugham, W. Somerset",823/MAU/ve,LITGE
000186115,El socio,"Prieto, Jenaro",Ch863/PRI/so,LITCH
000186116,Gaturro y el misterio de las cinco Ágathas,Nik,741.5982/NIK/qmi,INFAN
000186161,Noche de fuego,"Coulter, Catherine",813/COU/no,LITGE
000186213,Hijo de ladrón,"Rojas, Manuel",Ch863/ROJ/hi,LITCH
000186255,Cantando cuento cuentos [videograbación],"Reyes, Tamara, dir",028.354/CAN/ca,INFAN
000186295,Laura y el ratón,"Muñoz Puelles, Vicente",863/MUÑ/la,INFAN
000186303,Cobra,"Forsyth, Frederick",823/FOR/co,LITGE
000186330,"Tincuda, la comadrejita trompuda","Paredes, Mauricio",Ch863/PAR/ti,INFAN
000186372,El tamano de la verdad : (Poemas 2008),"Bertoni Lemus, Claudio",Ch861/BER/ta,LITCH
000186392,"Quique Hache, detective","Gómez, Sergio",Ch863/GOM/qu,JUVEN
000186410,La maldición del maestro,"Gallego García, Laura",813/GAL/ma,JUVEN
000186419,Dulces mentiras,"Deveraux, Jude",813/DEV/du,LITGE
000186584,Un grito al cielo,"Rice, Anne",813/RIC/gr,LITGE
000186638,Boris y las manzanas,"Missana, Sergio",Ch863/MIS/bo,INFAN
000186891,Choque de reyes,"Martin, George R. R",813/MAR/Ch,LITGE
000186922,Apocalipsis maya : la era del miedo,"Alten, Steve",813/ALT/ap,LITGE
000186923,La resurrección Maya,"Alten, Steve",813/ALT/re,LITGE
000186974,Belinda,"Rice, Anne",813/RAM/be,LITGE
000186994,Cambia el cielo,"Jenny, Zoe",S833/JEN/ci,LITGE
000187046,La cenicienta rebelde,"Jungman, Ann",823/JUN/ce,INFAN
000187067,Poemas y rondas de Clarita,"Solovera, Clara",Ch861/SOL/po,LITCH
000187072,Los Herejes De Oxford,"Parris, S. J",823/PAR/he,LITGE
000187097,Travesuras de Polita,"Morel, Alicia",Ch863/MOR/tr,INFAN
000187264,Lo mejor de China,"Law, Eugene",915.104/LAW/me,LITGE
000187350,Heredia detective : narrativa gráfica,"Díaz Eterovic, Ramón",741.5983/HER/de,JUVEN
000187388,Como en Santiago : (comedia de costumbres en tres actos),"Barros Grez, Daniel",Ch862/BAR/co,LITCH
000187447,Erebos,"Poznanski, Ursula",A833/POZ/er,JUVEN
000187583,Cuentos para Marisol,"Brunet, Marta",Ch863/BRU/cu,INFAN
000187655,Marianela,"Pérez Galdós, Benito",863/PER/mar,LITGE
000187663,El diario de Ana Frank,"Frank, Ana",920.72/FRA/de,INFAN
000187791,Sube el telón de Pepito : teatro para reír,"Pelayo P., Pepe",Cu862/PEL/su,INFAN
000187804,Expedición marsupial,"Arriagada Jofré, Cristian",Ch863/ARR/ex,INFAN
000187835,Los cuentos de mis hijos,"Quiroga, Horacio",U863/QUI/cu,JUVEN
000187915,Mitos y leyendas de Chile y América,"Pulido Cifuentes, René",398.2098/PUL/mi,INFAN
000187952,El príncipe y el mendigo,"Twain, Mark",813/TWA/pr,LITGE
000187990,"Pablo Neruda, Poemas ilustrados : alturas de Macchu Picchu","Neruda, Pablo",Ch861/ner/pa,LITCH
000188008,De por qué a Franz le dolió el estómago,"N stlinger, Christine",A833/NOS/de,LITGE
000188031,Noche cerrada en Bergen,"Holt, Anne",839.823/HOL/no,LITGE
000188114,Ronquidos!,"Rosen, Michael",823/ROS/ro,INFAN
000188159,El rapto de la bella durmiente,"Rice, Anne",813/RIC/ra,LITGE
000188164,El poder de las tinieblas,"Connolly, John",I823/CON/po,LITGE
000188200,Quita y pon : con la piel de gallina,"Uribe, María de la Luz",Ch863/URI/qu,INFAN
000188228,Aventuras de una gotita de agua,"Paut, Elisa de",Ch863/PAU/av,INFAN
000188269,Las olas,"Woolf, Virginia",823/WOO/ol,LITGE
000188387,El numerito de Pepito : historieta matemática,"Pelayo P., Pepe",372.7044/PEL/nu,INFAN
000188434,El Crepúsculo : periódico literario y científico,"Cartagena, Nelson",805/CRE/pe,LITGE
000188450,El corazón de las tinieblas,"Conrad, Joseph",823/CON/co,JUVEN
000188470,El rey de los atunes,"Solar, Hernán del",Ch863/SOL/re,INFAN
000188473,Momo,"Ende, Michael",833/END/mo,LITGE
000188566,Boris : puede volar un humano?,"Saracino, Luciano",A863/SAR/bo,LITGE
000188568,Eslabones,"Farah, Nuruddin",896/FAR/es,LITGE
000188572,La entrada en guerra,"Calvino, Italo",853/CAL/en,LITGE
000188574,El hombre del revés : [un caso del comisario Adamsberg],"Vargas, Fred",843/VAR/ho,LITGE
000188585,El rey se inclina y mata,"Müller, Herta",833/MUL/re,LITGE
000188679,El dragón furioso : un cuento sobre terremotos y maremotos,"Elizalde, Rosario",551.2/ELI/dr,INFAN
000188720,La bruja aguja y otros cuentos,"Güiraldes, Ana María",Ch863/GUL/br,INFAN
000188747,Nuevas historias de Franz en la escuela,"N stlinger, Christine",A833/NOS/nu,LITGE
000188802,Robots e imperio,"Asimov, Isaac",813/ASI/ro,LITGE
000188810,El gran oso blanco : [un cuento sobre volcanes],"Elizalde, Rosario",551.21/ELI/gr,INFAN
000188815,El pozo de la ascensión,"Sanderson, Brandon",813/SAN/po,LITGE
000188860,Los platos más picantes de la cocina tártara,"Bronsky, Alina",891.73/BRO/pl,LITGE
000188952,Pupi y el cabeza hueca,"Menéndez-Ponte, María",863/MEM/PCA,INFAN
000188975,León y su tercer deseo,"Rojas García, Beatriz",Ch863/ROJ/le,INFAN
000188977,Día de lluvia,"Machado, Ana María",B869.3/MAC/di,INFAN
000188978,Cirilo el miedoso,"Ojeda, Bernardita",Ch863/OJE/ci,INFAN
000189003,El pirata Pepe y los animales,"Romero Yebra, Ana María",863/ROM/pi,INFAN
000189016,Teme,"McMann, Lisa",813/MCM/te,JUVEN
000189019,Siento un pie,"Rinck, Maranke",839.313/RIN/si,INFAN
000189036,Artesanos del fin del mundo,"Carril V., Catalina",Ch863/CAR/ar,INFAN
000189066,Se vende papá?,"Santos, Care",863/SAN/sep,INFAN
000189143,Quiero ser---¡otra!,"Hopkins, Cathy",823/HOP/qu,JUVEN
000189193,Nuestra historia violeta : Feminismo social,"Illanes O., María Angélica",305.420983/ILL/nu,GENER
000189256,El tigre y el ratón,"Kasza, Keiko",813/KAS/ti,INFAN
